medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;TrialTimestamp;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
Tusche, aquarelliert auf Karton;Henry Fuseli;Die Schicksahlskönigin erscheint Prinz Arthur;https://upload.wikimedia.org/wikipedia/commons/a/a1/Johann_Heinrich_F%C3%BCssli_029.jpg;1769;Johann_Heinrich_F%C3%BCssli_029.jpg;1769;HHA96w;2016-06-03-16-32-59;2016-06-03 17:18:45.317175;0.0;2.0;[{'Start': (1111, 82, 6.321655035018921), 'End': (406, 527, 7.1017279624938965)}];7.948647022247314;(683.0, 314.0);(776, 580)
oil on canvas;Henry Fuseli;Die schlafwandelnde Lady Macbeth;https://upload.wikimedia.org/wikipedia/commons/7/7d/Johann_Heinrich_F%C3%BCssli_030.jpg;1781-1784;Johann_Heinrich_F%C3%BCssli_030.jpg;1784;HHA96w;2016-06-03-16-32-59;2016-06-03 17:07:46.756418;1.0;5.0;[{'Start': (352, 59, 4.748790979385376), 'End': (793, 472, 5.528486013412476)}];6.442966938018799;(683.0, 314.0);(413, 580)
oil on canvas;Henry Fuseli;Die Sünde, vom Tod verfolgt;https://upload.wikimedia.org/wikipedia/commons/2/2c/Johann_Heinrich_F%C3%BCssli_031.jpg;1794-1796;Johann_Heinrich_F%C3%BCssli_031.jpg;1796;HHA96w;2016-06-12-18-25-41;2016-06-12 18:26:53.026296;0.0;5.0;[{'End': (768, 388, 3.6879961490631104), 'Start': (380, 2, 2.5276830196380615)}];4.626255035400392;(683.0, 314.0);(645, 580)
Tusche und Tempera aquarelliert auf Karton;Henry Fuseli;Die Töchter des Pandareos;https://upload.wikimedia.org/wikipedia/commons/4/46/Johann_Heinrich_F%C3%BCssli_032.jpg;1795;Johann_Heinrich_F%C3%BCssli_032.jpg;1795;HHA96w;2016-06-10-09-43-06;2016-06-10 10:19:49.200553;0.0;5.0;[{'End': (800, 513, 3.321364164352417), 'Start': (266, 26, 2.3633241653442383)}];4.161123037338257;(683.0, 314.0);(702, 580)
oil on canvas;Henry Fuseli;Die Tugend ruft die Jugend zurück (aus den Armen der Sünde);https://upload.wikimedia.org/wikipedia/commons/0/00/Johann_Heinrich_F%C3%BCssli_033.jpg;1806-1807;Johann_Heinrich_F%C3%BCssli_033.jpg;1807;HHA96w;2016-06-12-18-25-41;2016-06-12 18:58:21.368947;0.0;3.0;[{'End': (794, 527, 3.0211849212646484), 'Start': (476, 0, 2.0148019790649414)}];3.860524892807007;(683.0, 314.0);(455, 580)
oil on canvas;Henry Fuseli;Die Vision im Asyl;https://upload.wikimedia.org/wikipedia/commons/3/31/Johann_Heinrich_F%C3%BCssli_034.jpg;1791-1793;Johann_Heinrich_F%C3%BCssli_034.jpg;1793;HHA96w;2016-06-24-13-17-53;2016-06-24 13:22:25.561198;0.0;6.0;[{'End': (1001, 518, 3.5504539012908936), 'Start': (258, 68, 2.5933609008789062)}];4.447066068649292;(683.0, 314.0);(684, 580)
oil on canvas;Henry Fuseli;Die wahnsinnige Kate;https://upload.wikimedia.org/wikipedia/commons/7/7f/Johann_Heinrich_F%C3%BCssli_035.jpg;1806-1807;Johann_Heinrich_F%C3%BCssli_035.jpg;1807;HHA96w;nan;;;;nan;;nan;nan
Tusche, aquarelliert auf Karton;Henry Fuseli;Ein Maler mit Brille zeichnet einen Narren;https://upload.wikimedia.org/wikipedia/commons/0/02/Johann_Heinrich_F%C3%BCssli_036.jpg;1757-1759;Johann_Heinrich_F%C3%BCssli_036.jpg;1759;HHA96w;2016-06-10-10-47-19;2016-06-10 11:23:54.893937;1.0;5.0;[{'Start': (435, 36, 3.1551527976989746), 'End': (786, 446, 4.169217824935913)}];5.07147479057312;(683.0, 314.0);(400, 580)
oil on canvas;Henry Fuseli;Euphrosyne vor der Phantasie und der Temperantia (Mäßigkeit);https://upload.wikimedia.org/wikipedia/commons/d/da/Johann_Heinrich_F%C3%BCssli_037.jpg;1799-1800;Johann_Heinrich_F%C3%BCssli_037.jpg;1800;HHA96w;2016-05-25-12-03-00;2016-05-25 12:20:39.344009;1.0;6.0;[{'Start': (957, 163, 1.6180901527404785), 'End': (652, 249, 2.6001460552215576)}];3.9912290573120117;(683.0, 314.0);(362, 580)
oil on canvas;Henry Fuseli;Fairy Mab;https://upload.wikimedia.org/wikipedia/commons/b/b4/Johann_Heinrich_F%C3%BCssli_038.jpg;from 1815 until 1820;Johann_Heinrich_F%C3%BCssli_038.jpg;1820;HHA96w;2016-06-05-20-43-36;2016-06-05 21:01:47.466941;1.0;4.0;[{'End': (511, 413, 3.5599889755249023), 'Start': (1106, 122, 2.5475878715515137)}];4.6927549839019775;(683.0, 314.0);(758, 580)
oil on canvas;Henry Fuseli;Fallstaff im Wäschekorb;https://upload.wikimedia.org/wikipedia/commons/e/e1/Johann_Heinrich_F%C3%BCssli_039.jpg;1792;Johann_Heinrich_F%C3%BCssli_039.jpg;1792;HHA96w;2016-06-05-19-42-57;2016-06-05 20:05:34.172124;0.0;6.0;[{'Start': (507, 5, 4.134788990020752), 'End': (827, 521, 6.231340169906616)}];7.5078890323638925;(683.0, 314.0);(726, 580)
oil on canvas;Henry Fuseli;Fallstaff im Wäschekorb, Detail;https://upload.wikimedia.org/wikipedia/commons/2/28/Johann_Heinrich_F%C3%BCssli_040.jpg;1792;Johann_Heinrich_F%C3%BCssli_040.jpg;1792;HHA96w;2016-06-10-10-47-19;2016-06-10 11:41:28.643717;0.0;0.0;[];2.337568044662476;(683.0, 314.0);(478, 580)
Beistift, Tusche, aquarelliert auf Karton;Henry Fuseli;Hagen und die Undine von Danubius;https://upload.wikimedia.org/wikipedia/commons/9/92/Johann_Heinrich_F%C3%BCssli_041.jpg;1802;Johann_Heinrich_F%C3%BCssli_041.jpg;1802;HHA96w;2016-05-15-14-39-23;2016-05-15 14:46:23.689090;1.0;0.0;[];3.0770380496978764;(683.0, 314.0);(626, 580)
Tusche und Bleistift aquarelliert auf Karton;Henry Fuseli;Halbfigur einer Kurtisane mit Federbusch, Schleife und Schleier im Haar;https://upload.wikimedia.org/wikipedia/commons/9/9f/Johann_Heinrich_F%C3%BCssli_042.jpg;1800-1810;Johann_Heinrich_F%C3%BCssli_042.jpg;1810;HHA96w;nan;;;;nan;;nan;nan
Tusche und Bleistift auf Karton;Henry Fuseli;Hamlet, Horatio und Marcellus und der Geist des toten Vaters;https://upload.wikimedia.org/wikipedia/commons/9/9c/Johann_Heinrich_F%C3%BCssli_043.jpg;1780-1785;Johann_Heinrich_F%C3%BCssli_043.jpg;1785;HHA96w;2016-05-29-20-23-22;2016-05-29 20:38:21.619237;1.0;5.0;[{'Start': (1140, 278, 4.040639162063599), 'End': (508, 190, 7.9087419509887695)}];8.959872961044313;(683.0, 314.0);(764, 580)
oil on canvas;Füssli, Johann Heinrich;Kriemhild sieht im Traum den toten Siegfried;https://upload.wikimedia.org/wikipedia/commons/d/da/Johann_Heinrich_F%C3%BCssli_044.jpg;1805;Johann_Heinrich_F%C3%BCssli_044.jpg;1805;HHA96w;2016-06-24-12-39-28;2016-06-24 13:11:18.772037;1.0;5.0;[{'Start': (1104, 37, 4.150586843490601), 'End': (631, 473, 5.241694927215576)}];6.327331066131593;(683.0, 314.0);(731, 580)
oil on canvas;Henry Fuseli;Kriemhild wirft sich auf den toten Siegfried;https://upload.wikimedia.org/wikipedia/commons/6/64/Johann_Heinrich_F%C3%BCssli_046.jpg;1817;Johann_Heinrich_F%C3%BCssli_046.jpg;1817;HHA96w;2016-06-12-17-46-29;2016-06-12 18:08:56.770186;0.0;4.0;[{'Start': (259, 19, 2.905764102935791), 'End': (766, 378, 5.6800360679626465)}];7.46094012260437;(683.0, 314.0);(729, 580)
Beistift, aquarelliert auf Karton;Henry Fuseli;Kriemhild zeigt Gunther im Gefängnis den Nibelungenring;https://upload.wikimedia.org/wikipedia/commons/9/9f/Johann_Heinrich_F%C3%BCssli_047.jpg;1807;Johann_Heinrich_F%C3%BCssli_047.jpg;1807;HHA96w;nan;;;;nan;;nan;nan
Beistift, aquarelliert auf Karton;Henry Fuseli;Kriemhild zeigt Hagen das Haupt Gunthers;https://upload.wikimedia.org/wikipedia/commons/8/80/Johann_Heinrich_F%C3%BCssli_048.jpg;1805;Johann_Heinrich_F%C3%BCssli_048.jpg;1805;HHA96w;2016-06-12-18-25-41;2016-06-12 19:14:15.065103;0.0;5.0;[{'End': (563, 487, 3.0751829147338867), 'Start': (983, 39, 1.7848939895629883)}];4.2198450565338135;(683.0, 314.0);(448, 580)
Beistift, Tusche, aquarelliert auf Karton;Henry Fuseli;La débutante;https://upload.wikimedia.org/wikipedia/commons/7/72/Johann_Heinrich_F%C3%BCssli_049.jpg;1807;Johann_Heinrich_F%C3%BCssli_049.jpg;1807;HHA96w;2016-06-24-12-39-28;2016-06-24 13:11:05.122163;0.0;6.0;[{'Start': (483, 15, 5.184221982955933), 'End': (788, 423, 6.170835018157959)}];7.025943040847777;(683.0, 314.0);(332, 580)
oil on canvas;Henry Fuseli;Lady Macbeth receives the daggers;https://upload.wikimedia.org/wikipedia/commons/3/30/Johann_Heinrich_F%C3%BCssli_050.jpg;1812;Johann_Heinrich_F%C3%BCssli_050.jpg;1812;HHA96w;2016-05-15-14-39-23;2016-05-15 14:52:07.570895;1.0;4.0;[{'End': (896, 305, 3.5325570106506348), 'Start': (201, 362, 1.7291820049285889)}];6.143686056137085;(683.0, 314.0);(732, 580)
oil on canvas;Henry Fuseli;Liegende Nackte und Klavierspielerin;https://upload.wikimedia.org/wikipedia/commons/d/dc/Johann_Heinrich_F%C3%BCssli_051.jpg;1799-1800;Johann_Heinrich_F%C3%BCssli_051.jpg;1800;HHA96w;2016-05-30-11-52-19;2016-05-30 12:11:53.580687;1.0;5.0;[{'End': (559, 418, 7.624143838882446), 'Start': (1114, 51, 2.127445936203003)}, {'End': (862, 456, 9.869674921035767), 'Start': (167, 99, 8.765137910842896)}];11.850761890411375;(683.0, 314.0);(768, 580)
oil on canvas;Henry Fuseli;Nachtmahr;https://upload.wikimedia.org/wikipedia/commons/1/1c/Johann_Heinrich_F%C3%BCssli_052.jpg;1781;Johann_Heinrich_F%C3%BCssli_052.jpg;1781;HHA96w;2016-06-12-18-25-41;2016-06-12 18:50:00.926350;1.0;4.0;[{'End': (717, 360, 3.8110768795013428), 'Start': (240, 31, 2.733494997024536)}];4.862666845321655;(683.0, 314.0);(725, 580)
oil on canvas;Henry Fuseli;The Nightmare;https://upload.wikimedia.org/wikipedia/commons/8/8d/Johann_Heinrich_F%C3%BCssli_053.jpg;between 1790 and 1791;Johann_Heinrich_F%C3%BCssli_053.jpg;1791;HHA96w;2016-05-27-10-50-06;2016-05-27 11:14:10.786821;1.0;5.0;[{'End': (683, 451, 6.767208099365234), 'Start': (959, 162, 5.9330360889434814)}];7.791908025741577;(683.0, 314.0);(461, 580)
oil on canvas;Henry Fuseli;Odysseus vor Scilla und Charybdis;https://upload.wikimedia.org/wikipedia/commons/4/42/Johann_Heinrich_F%C3%BCssli_054.jpg;1794-1796;Johann_Heinrich_F%C3%BCssli_054.jpg;1796;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Henry Fuseli;Parcival befreit Belisane von den Zaubereien des Urma;https://upload.wikimedia.org/wikipedia/commons/9/9a/Johann_Heinrich_F%C3%BCssli_055.jpg;1783;Johann_Heinrich_F%C3%BCssli_055.jpg;1783;HHA96w;2016-06-10-09-43-06;2016-06-10 10:17:57.594994;1.0;5.0;[{'End': (507, 429, 3.726425886154175), 'Start': (1067, 26, 2.718256950378418)}];4.61126184463501;(683.0, 314.0);(729, 580)
oil on canvas;Henry Fuseli;Porträt der Magdalena Hess aus Zürich;https://upload.wikimedia.org/wikipedia/commons/8/84/Johann_Heinrich_F%C3%BCssli_056.jpg;1778-1779;Johann_Heinrich_F%C3%BCssli_056.jpg;1779;HHA96w;2016-05-27-10-50-06;2016-05-27 11:03:12.078861;1.0;4.0;[{'End': (781, 378, 3.543184995651245), 'Start': (354, 100, 2.5321240425109863)}];5.998152017593384;(683.0, 314.0);(473, 580)
oil on canvas;Henry Fuseli;null;https://upload.wikimedia.org/wikipedia/commons/f/fe/Johann_Heinrich_F%C3%BCssli_057.jpg;1778-1779;Johann_Heinrich_F%C3%BCssli_057.jpg;1779;HHA96w;2016-06-12-17-46-29;2016-06-12 17:53:53.888511;0.0;5.0;[{'Start': (399, 42, 1.7097508907318115), 'End': (797, 518, 2.766141891479492)}];3.7347109317779537;(683.0, 314.0);(438, 580)
oil on canvas;Henry Fuseli;Prinz Arthur und die Feenkönigin;https://upload.wikimedia.org/wikipedia/commons/1/1d/Johann_Heinrich_F%C3%BCssli_058.jpg;1788;Johann_Heinrich_F%C3%BCssli_058.jpg;1788;HHA96w;nan;;;;nan;;nan;nan
watercolor;Henry Fuseli;Reiter von Riesenschlange überfallen;https://upload.wikimedia.org/wikipedia/commons/7/7a/Johann_Heinrich_F%C3%BCssli_059.jpg;1800;Johann_Heinrich_F%C3%BCssli_059.jpg;1800;HHA96w;2016-06-03-16-32-59;2016-06-03 16:42:58.847171;0.0;3.0;[{'Start': (342, 38, 4.738883972167969), 'End': (710, 553, 6.32529091835022)}];7.764930009841919;(683.0, 314.0);(476, 580)
oil on canvas;Füssli, Johann Heinrich / Fuseli, Henry;Romeo am Totenbett der Julia;https://upload.wikimedia.org/wikipedia/commons/c/c8/Johann_Heinrich_F%C3%BCssli_060.jpg;1809;Johann_Heinrich_F%C3%BCssli_060.jpg;1809;HHA96w;2016-06-03-16-32-59;2016-06-03 17:09:10.421089;0.0;4.0;[{'Start': (971, 81, 1.6250300407409668), 'End': (575, 364, 2.3909549713134766)}];3.340792179107666;(683.0, 314.0);(454, 580)
oil on canvas;Henry Fuseli;Satanischer Aufruf an den Belzebub im Höllenfeuer;https://upload.wikimedia.org/wikipedia/commons/e/ee/Johann_Heinrich_F%C3%BCssli_061.jpg;1802;Johann_Heinrich_F%C3%BCssli_061.jpg;1802;HHA96w;2016-06-12-17-46-29;2016-06-12 17:49:37.995888;1.0;6.0;[{'Start': (974, 117, 1.7416191101074219), 'End': (533, 475, 2.398452043533325)}];3.3501889705657963;(683.0, 314.0);(446, 580)
oil on canvas;Henry Fuseli;The Ladies of Hastings;https://upload.wikimedia.org/wikipedia/commons/b/bb/Johann_Heinrich_F%C3%BCssli_062.jpg;1798-1800;Johann_Heinrich_F%C3%BCssli_062.jpg;1800;HHA96w;2016-05-15-14-39-23;2016-05-15 15:42:25.126888;0.0;2.0;[{'End': (797, 320, 2.7470619678497314), 'Start': (394, 241, 1.990143060684204)}];3.73167896270752;(683.0, 314.0);(447, 580)
watercolor and tempera on cardboard;Henry Fuseli;Theresias erscheint dem Ulysseus während der Opferung;https://upload.wikimedia.org/wikipedia/commons/2/24/Johann_Heinrich_F%C3%BCssli_063.jpg;1780-1785;Johann_Heinrich_F%C3%BCssli_063.jpg;1785;HHA96w;2016-06-24-12-39-28;2016-06-24 12:42:22.124521;1.0;5.0;[{'Start': (924, 39, 4.926626920700073), 'End': (554, 537, 6.317301988601685)}];7.354433059692383;(683.0, 314.0);(398, 580)
tempera on cardboard;Henry Fuseli;Thetis beweint den toten Achilleus;https://upload.wikimedia.org/wikipedia/commons/e/e9/Johann_Heinrich_F%C3%BCssli_064.jpg;1780;Johann_Heinrich_F%C3%BCssli_064.jpg;1780;HHA96w;2016-06-10-10-47-19;2016-06-10 10:59:16.376220;1.0;5.0;[{'Start': (703, 0, 2.5215210914611816), 'End': (222, 18, 4.640275955200195)}, {'Start': (974, 3, 6.196191072463989), 'End': (570, 533, 7.477773904800415)}];8.488547086715696;(683.0, 314.0);(798, 580)
oil on canvas;Henry Fuseli;Thetis bittet Hephaistos, für ihren Sohn Achilleus eine Rüstung zu schmieden;https://upload.wikimedia.org/wikipedia/commons/2/2c/Johann_Heinrich_F%C3%BCssli_065.jpg;1803;Johann_Heinrich_F%C3%BCssli_065.jpg;1803;HHA96w;2016-06-12-18-25-41;2016-06-12 19:13:00.359124;0.0;5.0;[{'End': (843, 504, 3.766324996948242), 'Start': (422, 21, 2.6231610774993896)}];4.653367042541504;(683.0, 314.0);(447, 580)
oil on canvas;Henry Fuseli;Trompe-l'oeil;https://upload.wikimedia.org/wikipedia/commons/5/5c/Johann_Heinrich_F%C3%BCssli_066.jpg;1750;Johann_Heinrich_F%C3%BCssli_066.jpg;1750;HHA96w;2016-06-12-18-25-41;2016-06-12 19:17:56.998250;1.0;5.0;[{'End': (595, 511, 2.4275078773498535), 'Start': (982, 23, 1.606369972229004)}];3.3767991065979004;(683.0, 314.0);(422, 580)
oil on canvas;Henry Fuseli;Undine kommt in das Haus der Fischer;https://upload.wikimedia.org/wikipedia/commons/1/17/Johann_Heinrich_F%C3%BCssli_067.jpg;1821;Johann_Heinrich_F%C3%BCssli_067.jpg;1821;HHA96w;2016-05-27-10-50-06;2016-05-27 11:08:47.564372;1.0;0.0;[];1.2201919555664062;(683.0, 314.0);(676, 580)
oil on canvas;Johann Heinrich Roos;Self-portrait;https://upload.wikimedia.org/wikipedia/commons/8/8c/Johann_Heinrich_Roos_001.jpg;1682;Johann_Heinrich_Roos_001.jpg;1682;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Johann Heinrich Roos;Zigeunerlager in antiken Ruinen;https://upload.wikimedia.org/wikipedia/commons/2/22/Johann_Heinrich_Roos_002.jpg;1675;Johann_Heinrich_Roos_002.jpg;1675;HHA96w;2016-05-27-10-50-06;2016-05-27 11:02:56.819903;0.0;5.0;[{'End': (564, 378, 4.400127172470093), 'Start': (1123, 166, 3.6003479957580566)}];6.017014980316162;(683.0, 314.0);(676, 580)
oil on canvas;Johann Heinrich Schönfeld;Hochzeit zu Kana;https://upload.wikimedia.org/wikipedia/commons/7/77/Johann_Heinrich_Sch%C3%B6nfeld_002.jpg;1670;Johann_Heinrich_Sch%C3%B6nfeld_002.jpg;1670;HHA96w;2016-05-30-11-52-19;2016-05-30 12:08:54.470131;0.0;5.0;[{'End': (797, 534, 3.5746121406555176), 'Start': (349, 122, 2.4054629802703857)}];4.532639026641847;(683.0, 314.0);(494, 580)
oil on canvas;Johann Heinrich Schönfeld;Musikalische Unterhaltung am Spinett;https://upload.wikimedia.org/wikipedia/commons/4/4c/Johann_Heinrich_Sch%C3%B6nfeld_003.jpg;mid 17;Johann_Heinrich_Sch%C3%B6nfeld_003.jpg;17;HHA96w;2016-06-24-12-39-28;2016-06-24 13:10:06.780381;1.0;5.0;[{'Start': (939, 157, 13.216268062591553), 'End': (628, 494, 14.462428092956543)}];16.176146030426025;(683.0, 314.0);(419, 580)
oil on canvas;Johann Heinrich Schönfeld;Raub der Sabinerinnen;https://upload.wikimedia.org/wikipedia/commons/7/71/Johann_Heinrich_Sch%C3%B6nfeld_004.jpg;1640;Johann_Heinrich_Sch%C3%B6nfeld_004.jpg;1640;HHA96w;2016-06-12-18-25-41;2016-06-12 18:54:48.071834;1.0;6.0;[{'End': (539, 358, 2.4923508167266846), 'Start': (1118, 1, 1.6953480243682861)}];3.44960880279541;(683.0, 314.0);(788, 580)
oil on canvas;Johann Heinrich Schönfeld;Raub der Sabinerinnen;https://upload.wikimedia.org/wikipedia/commons/f/ff/Johann_Heinrich_Sch%C3%B6nfeld_005.jpg;1633-1639;Johann_Heinrich_Sch%C3%B6nfeld_005.jpg;1639;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Johann Heinrich Schönfeld;Raub der Sabinerinnen, Detail;https://upload.wikimedia.org/wikipedia/commons/e/e8/Johann_Heinrich_Sch%C3%B6nfeld_006.jpg;1633-1639;Johann_Heinrich_Sch%C3%B6nfeld_006.jpg;1639;HHA96w;2016-06-12-18-25-41;2016-06-12 19:15:04.396616;0.0;5.0;[{'End': (750, 516, 2.5324089527130127), 'Start': (382, 19, 1.5714030265808105)}];3.330416917800904;(683.0, 314.0);(351, 580)
oil on canvas;Johann Heinrich Schönfeld;Raub der Sabinerinnen, Detail;https://upload.wikimedia.org/wikipedia/commons/f/fd/Johann_Heinrich_Sch%C3%B6nfeld_007.jpg;1640;Johann_Heinrich_Sch%C3%B6nfeld_007.jpg;1640;HHA96w;nan;;;;nan;;nan;nan
oil on canvas;Johann Heinrich Wilhelm Tischbein;Familienszene;https://upload.wikimedia.org/wikipedia/commons/d/d3/Johann_Heinrich_Wilhelm_Tischbein_001.jpg;1778;Johann_Heinrich_Wilhelm_Tischbein_001.jpg;1778;HHA96w;2016-06-10-10-47-19;2016-06-10 11:38:44.837104;0.0;5.0;[{'Start': (383, 63, 2.773183822631836), 'End': (795, 504, 3.782437801361084)}];4.7305238246917725;(683.0, 314.0);(462, 580)
oil on canvas;Johann Heinrich Wilhelm Tischbein;Porträt der Fürstin Saltykowa;https://upload.wikimedia.org/wikipedia/commons/b/b5/Johann_Heinrich_Wilhelm_Tischbein_003.jpg;1780;Johann_Heinrich_Wilhelm_Tischbein_003.jpg;1780;HHA96w;2016-05-30-11-52-19;2016-05-30 12:07:43.161037;1.0;5.0;[{'End': (665, 368, 2.7433810234069824), 'Start': (872, 87, 1.9667208194732666)}];5.2940499782562265;(683.0, 314.0);(333, 580)
oil on canvas;Johann Heinrich Wilhelm Tischbein;Porträt der Grafin Saltykowa und ihrer Familie;https://upload.wikimedia.org/wikipedia/commons/2/26/Johann_Heinrich_Wilhelm_Tischbein_004.jpg;1785;Johann_Heinrich_Wilhelm_Tischbein_004.jpg;1785;HHA96w;2016-06-05-19-42-57;2016-06-05 20:16:20.227651;1.0;5.0;[{'Start': (1083, 42, 3.135573148727417), 'End': (477, 414, 3.983619213104248)}];4.7820680141448975;(683.0, 314.0);(697, 580)
oil on canvas;Johann Heinrich Wilhelm Tischbein;Portrait of a Woman;https://upload.wikimedia.org/wikipedia/commons/a/a5/Johann_Heinrich_Wilhelm_Tischbein_006.jpg;1780;Johann_Heinrich_Wilhelm_Tischbein_006.jpg;1780;HHA96w;2016-06-05-20-43-36;2016-06-05 20:44:53.444600;1.0;5.0;[{'End': (659, 404, 17.005642890930176), 'Start': (1018, 169, 15.54230284690857)}];18.01222586631775;(683.0, 314.0);(473, 580)
oil on canvas;Martin Kraft;Goethe in the Roman Campagna;https://upload.wikimedia.org/wikipedia/commons/4/45/Johann_Heinrich_Wilhelm_Tischbein_007.jpg;Rome, 1787;Johann_Heinrich_Wilhelm_Tischbein_007.jpg;1787;HHA96w;2016-06-05-19-42-57;2016-06-05 19:57:00.353070;0.0;5.0;[{'Start': (276, 58, 2.3675730228424072), 'End': (791, 500, 3.4072420597076416)}];4.235290050506592;(683.0, 314.0);(738, 580)
oil on canvas;Johann Heinrich Wüest;Der Rhonegletscher;https://upload.wikimedia.org/wikipedia/commons/b/bb/Johann_Heinrich_W%C3%BCest_001.jpg;1795;Johann_Heinrich_W%C3%BCest_001.jpg;1795;HHA96w;2016-06-05-20-43-36;2016-06-05 21:02:53.421479;1.0;4.0;[{'End': (704, 504, 3.3086700439453125), 'Start': (648, 12, 2.5014970302581787)}];4.307482957839967;(683.0, 314.0);(449, 580)
oil on canvas;Johann Heiss;Gastmahl der Ester;https://upload.wikimedia.org/wikipedia/commons/8/8d/Johann_Heiss_001.jpg;1660;Johann_Heiss_001.jpg;1660;HHA96w;2016-05-27-10-50-06;2016-05-27 11:01:19.813232;0.0;4.0;[{'End': (870, 486, 4.153939962387085), 'Start': (321, 192, 3.385972023010254)}];5.780198097229004;(683.0, 314.0);(564, 580)
oil on canvas;Johann Heiss;Gastmahl der Ester, Detail;https://upload.wikimedia.org/wikipedia/commons/c/cf/Johann_Heiss_002.jpg;1660-1700;Johann_Heiss_002.jpg;1700;HHA96w;2016-06-12-17-46-29;2016-06-12 17:59:48.319302;1.0;5.0;[{'Start': (951, 45, 1.751262903213501), 'End': (581, 495, 3.3144009113311768)}];4.360119819641113;(683.0, 314.0);(414, 580)
oil on copper;Johann Hülzmann;Predigt Johannes des Täufers;https://upload.wikimedia.org/wikipedia/commons/5/5c/Johann_H%C3%BClzmann_001.jpg;1635;Johann_H%C3%BClzmann_001.jpg;1635;HHA96w;2016-06-24-12-39-28;2016-06-24 13:15:13.455045;0.0;0.0;[];1.6702139377593994;(683.0, 314.0);(923, 580)
oil on canvas;Johann Hülzmann;Predigt Johannes des Täufers, Detail;https://upload.wikimedia.org/wikipedia/commons/d/db/Johann_H%C3%BClzmann_002.jpg;1635;Johann_H%C3%BClzmann_002.jpg;1635;HHA96w;2016-06-12-17-46-29;2016-06-12 18:13:43.316417;1.0;5.0;[{'Start': (926, 66, 1.679419994354248), 'End': (603, 504, 2.4495160579681396)}];3.5159060955047607;(683.0, 314.0);(420, 580)
oil on canvas;Johann Jakob Biedermann;Der Pissevachefall;https://upload.wikimedia.org/wikipedia/commons/1/1e/Johann_Jakob_Biedermann_001.jpg;1815;Johann_Jakob_Biedermann_001.jpg;1815;HHA96w;2016-06-10-10-47-19;2016-06-10 11:40:20.933443;1.0;5.0;[{'Start': (1087, 69, 2.6945760250091553), 'End': (652, 386, 3.947052001953125)}];4.8969149589538565;(683.0, 314.0);(713, 580)
oil on paper;Johann Jakob Gensler;Strand bei Blankenese;https://upload.wikimedia.org/wikipedia/commons/9/9c/Johann_Jakob_Gensler_001.jpg;1842;Johann_Jakob_Gensler_001.jpg;1842;HHA96w;2016-05-15-14-39-23;2016-05-15 15:18:08.847677;1.0;0.0;[];3.261370897293092;(683.0, 314.0);(846, 580)
Holz;Johann Koerbecke;Marienfelder Altar, linker Flügel innen unten links: Geburt Christi;https://upload.wikimedia.org/wikipedia/commons/4/4a/Johann_Koerbecke_002.jpg;1457;Johann_Koerbecke_002.jpg;1457;HHA96w;2016-05-27-10-50-06;2016-05-27 11:17:08.261055;0.0;5.0;[{'End': (649, 290, 2.525989055633545), 'Start': (1150, 509, 1.8428499698638916)}];3.4713420867919917;(683.0, 314.0);(408, 580)
color on canvas;Johann Liss;Bauer beim Zahnarzt;https://upload.wikimedia.org/wikipedia/commons/5/58/Johann_Liss_002.jpg;1616-17;Johann_Liss_002.jpg;1617;HHA96w;2016-05-30-11-52-19;2016-05-30 12:08:31.688410;0.0;5.0;[{'End': (677, 355, 4.922581911087036), 'Start': (953, 81, 4.139866828918457)}];5.9007630348205575;(683.0, 314.0);(425, 580)
